GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,BTTRA,BTBGA,NAME_E,JTIE001,NAME_M,JTIM001
"G53000500108133","2006-2010","WA",,,"Washington","53","Benton County","005",,,"010813","3",,,,,,,,,,,,,,,,,,,,,,,,"15000US530050108133",,,"Block Group 3, Census Tract 108.13, Benton County, Washington",202600,"Block Group 3, Census Tract 108.13, Benton County, Washington",15481
"G53000500108134","2006-2010","WA",,,"Washington","53","Benton County","005",,,"010813","4",,,,,,,,,,,,,,,,,,,,,,,,"15000US530050108134",,,"Block Group 4, Census Tract 108.13, Benton County, Washington",191700,"Block Group 4, Census Tract 108.13, Benton County, Washington",12574
"G53000500108135","2006-2010","WA",,,"Washington","53","Benton County","005",,,"010813","5",,,,,,,,,,,,,,,,,,,,,,,,"15000US530050108135",,,"Block Group 5, Census Tract 108.13, Benton County, Washington",204700,"Block Group 5, Census Tract 108.13, Benton County, Washington",16501
"G53000500108141","2006-2010","WA",,,"Washington","53","Benton County","005",,,"010814","1",,,,,,,,,,,,,,,,,,,,,,,,"15000US530050108141",,,"Block Group 1, Census Tract 108.14, Benton County, Washington",252100,"Block Group 1, Census Tract 108.14, Benton County, Washington",136212
"G53000500108142","2006-2010","WA",,,"Washington","53","Benton County","005",,,"010814","2",,,,,,,,,,,,,,,,,,,,,,,,"15000US530050108142",,,"Block Group 2, Census Tract 108.14, Benton County, Washington",325300,"Block Group 2, Census Tract 108.14, Benton County, Washington",40563
"G53000500109011","2006-2010","WA",,,"Washington","53","Benton County","005",,,"010901","1",,,,,,,,,,,,,,,,,,,,,,,,"15000US530050109011",,,"Block Group 1, Census Tract 109.01, Benton County, Washington",,"Block Group 1, Census Tract 109.01, Benton County, Washington",
"G53000500109012","2006-2010","WA",,,"Washington","53","Benton County","005",,,"010901","2",,,,,,,,,,,,,,,,,,,,,,,,"15000US530050109012",,,"Block Group 2, Census Tract 109.01, Benton County, Washington",145000,"Block Group 2, Census Tract 109.01, Benton County, Washington",11490
"G53000500109013","2006-2010","WA",,,"Washington","53","Benton County","005",,,"010901","3",,,,,,,,,,,,,,,,,,,,,,,,"15000US530050109013",,,"Block Group 3, Census Tract 109.01, Benton County, Washington",162800,"Block Group 3, Census Tract 109.01, Benton County, Washington",10578
"G53000500109014","2006-2010","WA",,,"Washington","53","Benton County","005",,,"010901","4",,,,,,,,,,,,,,,,,,,,,,,,"15000US530050109014",,,"Block Group 4, Census Tract 109.01, Benton County, Washington",142100,"Block Group 4, Census Tract 109.01, Benton County, Washington",13048
"G53000500109015","2006-2010","WA",,,"Washington","53","Benton County","005",,,"010901","5",,,,,,,,,,,,,,,,,,,,,,,,"15000US530050109015",,,"Block Group 5, Census Tract 109.01, Benton County, Washington",159400,"Block Group 5, Census Tract 109.01, Benton County, Washington",9150
"G53000500109016","2006-2010","WA",,,"Washington","53","Benton County","005",,,"010901","6",,,,,,,,,,,,,,,,,,,,,,,,"15000US530050109016",,,"Block Group 6, Census Tract 109.01, Benton County, Washington",142200,"Block Group 6, Census Tract 109.01, Benton County, Washington",51326
"G53000500109021","2006-2010","WA",,,"Washington","53","Benton County","005",,,"010902","1",,,,,,,,,,,,,,,,,,,,,,,,"15000US530050109021",,,"Block Group 1, Census Tract 109.02, Benton County, Washington",150600,"Block Group 1, Census Tract 109.02, Benton County, Washington",10185
"G53000500109022","2006-2010","WA",,,"Washington","53","Benton County","005",,,"010902","2",,,,,,,,,,,,,,,,,,,,,,,,"15000US530050109022",,,"Block Group 2, Census Tract 109.02, Benton County, Washington",144800,"Block Group 2, Census Tract 109.02, Benton County, Washington",28934
"G53000500109023","2006-2010","WA",,,"Washington","53","Benton County","005",,,"010902","3",,,,,,,,,,,,,,,,,,,,,,,,"15000US530050109023",,,"Block Group 3, Census Tract 109.02, Benton County, Washington",9999,"Block Group 3, Census Tract 109.02, Benton County, Washington",
"G53000500110011","2006-2010","WA",,,"Washington","53","Benton County","005",,,"011001","1",,,,,,,,,,,,,,,,,,,,,,,,"15000US530050110011",,,"Block Group 1, Census Tract 110.01, Benton County, Washington",,"Block Group 1, Census Tract 110.01, Benton County, Washington",
"G53000500110012","2006-2010","WA",,,"Washington","53","Benton County","005",,,"011001","2",,,,,,,,,,,,,,,,,,,,,,,,"15000US530050110012",,,"Block Group 2, Census Tract 110.01, Benton County, Washington",144400,"Block Group 2, Census Tract 110.01, Benton County, Washington",17563
"G53000500110013","2006-2010","WA",,,"Washington","53","Benton County","005",,,"011001","3",,,,,,,,,,,,,,,,,,,,,,,,"15000US530050110013",,,"Block Group 3, Census Tract 110.01, Benton County, Washington",137800,"Block Group 3, Census Tract 110.01, Benton County, Washington",14617
"G53000500110014","2006-2010","WA",,,"Washington","53","Benton County","005",,,"011001","4",,,,,,,,,,,,,,,,,,,,,,,,"15000US530050110014",,,"Block Group 4, Census Tract 110.01, Benton County, Washington",138200,"Block Group 4, Census Tract 110.01, Benton County, Washington",18373
"G53000500110015","2006-2010","WA",,,"Washington","53","Benton County","005",,,"011001","5",,,,,,,,,,,,,,,,,,,,,,,,"15000US530050110015",,,"Block Group 5, Census Tract 110.01, Benton County, Washington",57300,"Block Group 5, Census Tract 110.01, Benton County, Washington",13858
"G53000500110016","2006-2010","WA",,,"Washington","53","Benton County","005",,,"011001","6",,,,,,,,,,,,,,,,,,,,,,,,"15000US530050110016",,,"Block Group 6, Census Tract 110.01, Benton County, Washington",142900,"Block Group 6, Census Tract 110.01, Benton County, Washington",9652
"G53000500110021","2006-2010","WA",,,"Washington","53","Benton County","005",,,"011002","1",,,,,,,,,,,,,,,,,,,,,,,,"15000US530050110021",,,"Block Group 1, Census Tract 110.02, Benton County, Washington",130500,"Block Group 1, Census Tract 110.02, Benton County, Washington",15301
"G53000500110022","2006-2010","WA",,,"Washington","53","Benton County","005",,,"011002","2",,,,,,,,,,,,,,,,,,,,,,,,"15000US530050110022",,,"Block Group 2, Census Tract 110.02, Benton County, Washington",110300,"Block Group 2, Census Tract 110.02, Benton County, Washington",15051
"G53000500110023","2006-2010","WA",,,"Washington","53","Benton County","005",,,"011002","3",,,,,,,,,,,,,,,,,,,,,,,,"15000US530050110023",,,"Block Group 3, Census Tract 110.02, Benton County, Washington",142300,"Block Group 3, Census Tract 110.02, Benton County, Washington",15956
"G53000500110024","2006-2010","WA",,,"Washington","53","Benton County","005",,,"011002","4",,,,,,,,,,,,,,,,,,,,,,,,"15000US530050110024",,,"Block Group 4, Census Tract 110.02, Benton County, Washington",113800,"Block Group 4, Census Tract 110.02, Benton County, Washington",24409
"G53000500111001","2006-2010","WA",,,"Washington","53","Benton County","005",,,"011100","1",,,,,,,,,,,,,,,,,,,,,,,,"15000US530050111001",,,"Block Group 1, Census Tract 111, Benton County, Washington",133000,"Block Group 1, Census Tract 111, Benton County, Washington",15372
"G53000500111002","2006-2010","WA",,,"Washington","53","Benton County","005",,,"011100","2",,,,,,,,,,,,,,,,,,,,,,,,"15000US530050111002",,,"Block Group 2, Census Tract 111, Benton County, Washington",121700,"Block Group 2, Census Tract 111, Benton County, Washington",20696
"G53000500111003","2006-2010","WA",,,"Washington","53","Benton County","005",,,"011100","3",,,,,,,,,,,,,,,,,,,,,,,,"15000US530050111003",,,"Block Group 3, Census Tract 111, Benton County, Washington",139500,"Block Group 3, Census Tract 111, Benton County, Washington",17733
"G53000500111004","2006-2010","WA",,,"Washington","53","Benton County","005",,,"011100","4",,,,,,,,,,,,,,,,,,,,,,,,"15000US530050111004",,,"Block Group 4, Census Tract 111, Benton County, Washington",152400,"Block Group 4, Census Tract 111, Benton County, Washington",26637
"G53000500111005","2006-2010","WA",,,"Washington","53","Benton County","005",,,"011100","5",,,,,,,,,,,,,,,,,,,,,,,,"15000US530050111005",,,"Block Group 5, Census Tract 111, Benton County, Washington",149900,"Block Group 5, Census Tract 111, Benton County, Washington",12504
"G53000500111006","2006-2010","WA",,,"Washington","53","Benton County","005",,,"011100","6",,,,,,,,,,,,,,,,,,,,,,,,"15000US530050111006",,,"Block Group 6, Census Tract 111, Benton County, Washington",168300,"Block Group 6, Census Tract 111, Benton County, Washington",7418
"G53000500112001","2006-2010","WA",,,"Washington","53","Benton County","005",,,"011200","1",,,,,,,,,,,,,,,,,,,,,,,,"15000US530050112001",,,"Block Group 1, Census Tract 112, Benton County, Washington",113600,"Block Group 1, Census Tract 112, Benton County, Washington",17120
"G53000500112002","2006-2010","WA",,,"Washington","53","Benton County","005",,,"011200","2",,,,,,,,,,,,,,,,,,,,,,,,"15000US530050112002",,,"Block Group 2, Census Tract 112, Benton County, Washington",92300,"Block Group 2, Census Tract 112, Benton County, Washington",35513
"G53000500112003","2006-2010","WA",,,"Washington","53","Benton County","005",,,"011200","3",,,,,,,,,,,,,,,,,,,,,,,,"15000US530050112003",,,"Block Group 3, Census Tract 112, Benton County, Washington",88200,"Block Group 3, Census Tract 112, Benton County, Washington",54120
"G53000500112004","2006-2010","WA",,,"Washington","53","Benton County","005",,,"011200","4",,,,,,,,,,,,,,,,,,,,,,,,"15000US530050112004",,,"Block Group 4, Census Tract 112, Benton County, Washington",,"Block Group 4, Census Tract 112, Benton County, Washington",
"G53000500112005","2006-2010","WA",,,"Washington","53","Benton County","005",,,"011200","5",,,,,,,,,,,,,,,,,,,,,,,,"15000US530050112005",,,"Block Group 5, Census Tract 112, Benton County, Washington",95400,"Block Group 5, Census Tract 112, Benton County, Washington",14057
"G53000500112006","2006-2010","WA",,,"Washington","53","Benton County","005",,,"011200","6",,,,,,,,,,,,,,,,,,,,,,,,"15000US530050112006",,,"Block Group 6, Census Tract 112, Benton County, Washington",93100,"Block Group 6, Census Tract 112, Benton County, Washington",6857
"G53000500113001","2006-2010","WA",,,"Washington","53","Benton County","005",,,"011300","1",,,,,,,,,,,,,,,,,,,,,,,,"15000US530050113001",,,"Block Group 1, Census Tract 113, Benton County, Washington",16900,"Block Group 1, Census Tract 113, Benton County, Washington",125119
"G53000500113002","2006-2010","WA",,,"Washington","53","Benton County","005",,,"011300","2",,,,,,,,,,,,,,,,,,,,,,,,"15000US530050113002",,,"Block Group 2, Census Tract 113, Benton County, Washington",95000,"Block Group 2, Census Tract 113, Benton County, Washington",66347
"G53000500113003","2006-2010","WA",,,"Washington","53","Benton County","005",,,"011300","3",,,,,,,,,,,,,,,,,,,,,,,,"15000US530050113003",,,"Block Group 3, Census Tract 113, Benton County, Washington",105900,"Block Group 3, Census Tract 113, Benton County, Washington",13628
"G53000500113004","2006-2010","WA",,,"Washington","53","Benton County","005",,,"011300","4",,,,,,,,,,,,,,,,,,,,,,,,"15000US530050113004",,,"Block Group 4, Census Tract 113, Benton County, Washington",109400,"Block Group 4, Census Tract 113, Benton County, Washington",22486
"G53000500114011","2006-2010","WA",,,"Washington","53","Benton County","005",,,"011401","1",,,,,,,,,,,,,,,,,,,,,,,,"15000US530050114011",,,"Block Group 1, Census Tract 114.01, Benton County, Washington",148000,"Block Group 1, Census Tract 114.01, Benton County, Washington",9815
"G53000500114012","2006-2010","WA",,,"Washington","53","Benton County","005",,,"011401","2",,,,,,,,,,,,,,,,,,,,,,,,"15000US530050114012",,,"Block Group 2, Census Tract 114.01, Benton County, Washington",116800,"Block Group 2, Census Tract 114.01, Benton County, Washington",7283
"G53000500114013","2006-2010","WA",,,"Washington","53","Benton County","005",,,"011401","3",,,,,,,,,,,,,,,,,,,,,,,,"15000US530050114013",,,"Block Group 3, Census Tract 114.01, Benton County, Washington",107500,"Block Group 3, Census Tract 114.01, Benton County, Washington",18777
"G53000500114021","2006-2010","WA",,,"Washington","53","Benton County","005",,,"011402","1",,,,,,,,,,,,,,,,,,,,,,,,"15000US530050114021",,,"Block Group 1, Census Tract 114.02, Benton County, Washington",181800,"Block Group 1, Census Tract 114.02, Benton County, Washington",11541
"G53000500114022","2006-2010","WA",,,"Washington","53","Benton County","005",,,"011402","2",,,,,,,,,,,,,,,,,,,,,,,,"15000US530050114022",,,"Block Group 2, Census Tract 114.02, Benton County, Washington",147700,"Block Group 2, Census Tract 114.02, Benton County, Washington",22831
"G53000500114023","2006-2010","WA",,,"Washington","53","Benton County","005",,,"011402","3",,,,,,,,,,,,,,,,,,,,,,,,"15000US530050114023",,,"Block Group 3, Census Tract 114.02, Benton County, Washington",158700,"Block Group 3, Census Tract 114.02, Benton County, Washington",11025
"G53000500114024","2006-2010","WA",,,"Washington","53","Benton County","005",,,"011402","4",,,,,,,,,,,,,,,,,,,,,,,,"15000US530050114024",,,"Block Group 4, Census Tract 114.02, Benton County, Washington",171300,"Block Group 4, Census Tract 114.02, Benton County, Washington",12720
"G53000500114025","2006-2010","WA",,,"Washington","53","Benton County","005",,,"011402","5",,,,,,,,,,,,,,,,,,,,,,,,"15000US530050114025",,,"Block Group 5, Census Tract 114.02, Benton County, Washington",181400,"Block Group 5, Census Tract 114.02, Benton County, Washington",26755
"G53000500115011","2006-2010","WA",,,"Washington","53","Benton County","005",,,"011501","1",,,,,,,,,,,,,,,,,,,,,,,,"15000US530050115011",,,"Block Group 1, Census Tract 115.01, Benton County, Washington",137100,"Block Group 1, Census Tract 115.01, Benton County, Washington",36465
"G53000500115012","2006-2010","WA",,,"Washington","53","Benton County","005",,,"011501","2",,,,,,,,,,,,,,,,,,,,,,,,"15000US530050115012",,,"Block Group 2, Census Tract 115.01, Benton County, Washington",134100,"Block Group 2, Census Tract 115.01, Benton County, Washington",57846
"G53000500115013","2006-2010","WA",,,"Washington","53","Benton County","005",,,"011501","3",,,,,,,,,,,,,,,,,,,,,,,,"15000US530050115013",,,"Block Group 3, Census Tract 115.01, Benton County, Washington",165300,"Block Group 3, Census Tract 115.01, Benton County, Washington",16690
"G53000500115014","2006-2010","WA",,,"Washington","53","Benton County","005",,,"011501","4",,,,,,,,,,,,,,,,,,,,,,,,"15000US530050115014",,,"Block Group 4, Census Tract 115.01, Benton County, Washington",158300,"Block Group 4, Census Tract 115.01, Benton County, Washington",69017
"G53000500115015","2006-2010","WA",,,"Washington","53","Benton County","005",,,"011501","5",,,,,,,,,,,,,,,,,,,,,,,,"15000US530050115015",,,"Block Group 5, Census Tract 115.01, Benton County, Washington",147200,"Block Group 5, Census Tract 115.01, Benton County, Washington",20232
"G53000500115031","2006-2010","WA",,,"Washington","53","Benton County","005",,,"011503","1",,,,,,,,,,,,,,,,,,,,,,,,"15000US530050115031",,,"Block Group 1, Census Tract 115.03, Benton County, Washington",266000,"Block Group 1, Census Tract 115.03, Benton County, Washington",72522
"G53000500115032","2006-2010","WA",,,"Washington","53","Benton County","005",,,"011503","2",,,,,,,,,,,,,,,,,,,,,,,,"15000US530050115032",,,"Block Group 2, Census Tract 115.03, Benton County, Washington",169400,"Block Group 2, Census Tract 115.03, Benton County, Washington",7586
"G53000500115033","2006-2010","WA",,,"Washington","53","Benton County","005",,,"011503","3",,,,,,,,,,,,,,,,,,,,,,,,"15000US530050115033",,,"Block Group 3, Census Tract 115.03, Benton County, Washington",174100,"Block Group 3, Census Tract 115.03, Benton County, Washington",20048
"G53000500115034","2006-2010","WA",,,"Washington","53","Benton County","005",,,"011503","4",,,,,,,,,,,,,,,,,,,,,,,,"15000US530050115034",,,"Block Group 4, Census Tract 115.03, Benton County, Washington",195400,"Block Group 4, Census Tract 115.03, Benton County, Washington",11150
"G53000500115035","2006-2010","WA",,,"Washington","53","Benton County","005",,,"011503","5",,,,,,,,,,,,,,,,,,,,,,,,"15000US530050115035",,,"Block Group 5, Census Tract 115.03, Benton County, Washington",125500,"Block Group 5, Census Tract 115.03, Benton County, Washington",116324
"G53000500115036","2006-2010","WA",,,"Washington","53","Benton County","005",,,"011503","6",,,,,,,,,,,,,,,,,,,,,,,,"15000US530050115036",,,"Block Group 6, Census Tract 115.03, Benton County, Washington",253300,"Block Group 6, Census Tract 115.03, Benton County, Washington",33888
"G53000500115041","2006-2010","WA",,,"Washington","53","Benton County","005",,,"011504","1",,,,,,,,,,,,,,,,,,,,,,,,"15000US530050115041",,,"Block Group 1, Census Tract 115.04, Benton County, Washington",217900,"Block Group 1, Census Tract 115.04, Benton County, Washington",94494
"G53000500115042","2006-2010","WA",,,"Washington","53","Benton County","005",,,"011504","2",,,,,,,,,,,,,,,,,,,,,,,,"15000US530050115042",,,"Block Group 2, Census Tract 115.04, Benton County, Washington",173100,"Block Group 2, Census Tract 115.04, Benton County, Washington",9531
"G53000500116001","2006-2010","WA",,,"Washington","53","Benton County","005",,,"011600","1",,,,,,,,,,,,,,,,,,,,,,,,"15000US530050116001",,,"Block Group 1, Census Tract 116, Benton County, Washington",95800,"Block Group 1, Census Tract 116, Benton County, Washington",98629
"G53000500116002","2006-2010","WA",,,"Washington","53","Benton County","005",,,"011600","2",,,,,,,,,,,,,,,,,,,,,,,,"15000US530050116002",,,"Block Group 2, Census Tract 116, Benton County, Washington",,"Block Group 2, Census Tract 116, Benton County, Washington",
"G53000500117001","2006-2010","WA",,,"Washington","53","Benton County","005",,,"011700","1",,,,,,,,,,,,,,,,,,,,,,,,"15000US530050117001",,,"Block Group 1, Census Tract 117, Benton County, Washington",120800,"Block Group 1, Census Tract 117, Benton County, Washington",53405
"G53000500117002","2006-2010","WA",,,"Washington","53","Benton County","005",,,"011700","2",,,,,,,,,,,,,,,,,,,,,,,,"15000US530050117002",,,"Block Group 2, Census Tract 117, Benton County, Washington",117300,"Block Group 2, Census Tract 117, Benton County, Washington",34883
"G53000500117003","2006-2010","WA",,,"Washington","53","Benton County","005",,,"011700","3",,,,,,,,,,,,,,,,,,,,,,,,"15000US530050117003",,,"Block Group 3, Census Tract 117, Benton County, Washington",157800,"Block Group 3, Census Tract 117, Benton County, Washington",23291
