GEOID1,GEOID2,FULL1_NAME,FULL2_NAME,variable,estimate,moe,centroid1,centroid2,GISJOIN.x,YEAR.x,NAME_E.x,median_cost.x,YEAR.y,CBSAA.y,NAME_E.y,median_cost.y,housing_chg,GISJOIN.y,CBSA,chg_white_2010_2020,chg_black_2010_2020,chg_aiak_2010_2020,chg_asian_2010_2020,chg_nhpi_2010_2020,chg_other_2010_2020,chg_twoplus_2010_2020
42660,24860,"Seattle-Tacoma-Bellevue, WA Metro Area","Greenville-Anderson, SC Metro Area",MOVEDOUT,85,68,"c(-121.881387433741, 47.5574033466574)","c(-82.3305447190939, 34.7466711337861)",G24860,2011-2015,"Greenville-Anderson-Mauldin, SC Metro Area",140000,2016-2020,24860,"Greenville-Anderson, SC Metro Area",172400,32400,G24860,"Greenville-Mauldin-Easley, SC Metro Area",21286.900000000023,6456.259999999995,1321.0900000000001,5070.73,185.64,15752.61,37341.08
42660,25060,"Seattle-Tacoma-Bellevue, WA Metro Area","Gulfport-Biloxi, MS Metro Area",MOVEDOUT,233,190,"c(-121.881387433741, 47.5574033466574)","c(-89.2000914304155, 30.4959782709606)",G25060,2011-2015,"Gulfport-Biloxi-Pascagoula, MS Metro Area",130600,2016-2020,25060,"Gulfport-Biloxi, MS Metro Area",153600,23000,G25060,"Gulfport-Biloxi, MS Metro Area",-3312,10981,266,739,4,2514,12995
42660,25180,"Seattle-Tacoma-Bellevue, WA Metro Area","Hagerstown-Martinsburg, MD-WV Metro Area",MOVEDOUT,114,184,"c(-121.881387433741, 47.5574033466574)","c(-77.9813769379228, 39.549902454201)",G25180,2011-2015,"Hagerstown-Martinsburg, MD-WV Metro Area",180100,2016-2020,25180,"Hagerstown-Martinsburg, MD-WV Metro Area",203800,23700,G25180,"Hagerstown-Martinsburg, MD-WV Metro Area",-2279,5505,257,1704,33,4491,14993
42660,25260,"Seattle-Tacoma-Bellevue, WA Metro Area","Hanford-Corcoran, CA Metro Area",MOVEDOUT,4,8,"c(-121.881387433741, 47.5574033466574)","c(-119.815502477026, 36.0753610051757)",G25260,2011-2015,"Hanford-Corcoran, CA Metro Area",169500,2016-2020,25260,"Hanford-Corcoran, CA Metro Area",227400,57900,G25260,"Hanford-Corcoran, CA Metro Area",-21801,-1991,1109,303,141,5004.93,16738
42660,25420,"Seattle-Tacoma-Bellevue, WA Metro Area","Harrisburg-Carlisle, PA Metro Area",MOVEDOUT,210,169,"c(-121.881387433741, 47.5574033466574)","c(-77.1012011078832, 40.3266721697524)",G25420,2011-2015,"Harrisburg-Carlisle, PA Metro Area",170700,2016-2020,25420,"Harrisburg-Carlisle, PA Metro Area",190700,20000,G25420,"Harrisburg-Carlisle, PA Metro Area",-14505,6042,349,15518,77,10337,24470
42660,25500,"Seattle-Tacoma-Bellevue, WA Metro Area","Harrisonburg, VA Metro Area",MOVEDOUT,163,152,"c(-121.881387433741, 47.5574033466574)","c(-78.875712942824, 38.510612376134)",G25500,2011-2015,"Harrisonburg, VA Metro Area",197900,2016-2020,25500,"Harrisonburg, VA Metro Area",218400,20500,G25500,"Harrisonburg, VA Metro Area",-3108.7599999999948,1718.8000000000002,252,865.9499999999998,-23,3245.99,7390.76
42660,25540,"Seattle-Tacoma-Bellevue, WA Metro Area","Hartford-East Hartford-MiddleTown, CT Metro Area",MOVEDOUT,116,74,"c(-121.881387433741, 47.5574033466574)","c(-72.5726864314834, 41.7181024096964)",G25540,2011-2015,"Hartford-West Hartford-East Hartford, CT Metro Area",245000,2016-2020,25540,"Hartford-East Hartford-Middletown, CT Metro Area",252500,7500,G25540,"Hartford-West Hartford-East Hartford, CT Metro Area",-120415.41000000003,9279.950000000012,904.9899999999998,19957.020000000004,54,20491.979999999996,70879.01
42660,25860,"Seattle-Tacoma-Bellevue, WA Metro Area","Hickory-Lenoir-Morganton, NC Metro Area",MOVEDOUT,123,152,"c(-121.881387433741, 47.5574033466574)","c(-81.4546194361286, 35.813176483837)",G25860,2011-2015,"Hickory-Lenoir-Morganton, NC Metro Area",121000,2016-2020,25860,"Hickory-Lenoir-Morganton, NC Metro Area",139100,18100,G25860,"Hickory-Lenoir-Morganton, NC Metro Area",-22681.409999999974,-1692.8899999999994,1667,1781,-211,4769.169999999998,15656.11
42660,25940,"Seattle-Tacoma-Bellevue, WA Metro Area","Hilton Head Island-Bluffton, SC Metro Area",MOVEDOUT,152,134,"c(-121.881387433741, 47.5574033466574)","c(-80.8349199631538, 32.3850380590858)",G25940,2011-2015,"Hilton Head Island-Bluffton-Beaufort, SC Metro Area",253000,2016-2020,25940,"Hilton Head Island-Bluffton, SC Metro Area",295000,42000,G25940,"Hilton Head Island-Beaufort, SC Micro Area",17311,-5078,280,573,29,3175,12608
42660,25980,"Seattle-Tacoma-Bellevue, WA Metro Area","Hinesville, GA Metro Area",MOVEDOUT,178,123,"c(-121.881387433741, 47.5574033466574)","c(-81.5723873672539, 31.7853094533422)",G25980,2011-2015,"Hinesville, GA Metro Area",120100,2016-2020,25980,"Hinesville, GA Metro Area",133000,12900,G25980,"Hinesville-Fort Stewart, GA Metro Area",-3757,1768,8,199,121,725,4443
42660,26300,"Seattle-Tacoma-Bellevue, WA Metro Area","Hot Springs, AR Metro Area",MOVEDOUT,11,21,"c(-121.881387433741, 47.5574033466574)","c(-93.1504253642834, 34.576686498492)",G26300,2011-2015,"Hot Springs, AR Metro Area",130700,2016-2020,26300,"Hot Springs, AR Metro Area",142100,11400,G26300,"Hot Springs, AR Metro Area",-4143.419999999998,504.52999999999975,215,277,26,1467.37,5782.93
42660,26380,"Seattle-Tacoma-Bellevue, WA Metro Area","Houma-Thibodaux, LA Metro Area",MOVEDOUT,17,28,"c(-121.881387433741, 47.5574033466574)","c(-90.6566173403142, 29.404454269864)",G26380,2011-2015,"Houma-Thibodaux, LA Metro Area",135400,2016-2020,26380,"Houma-Thibodaux, LA Metro Area",157000,21600,G26380,"Houma-Bayou Cane-Thibodaux, LA Metro Area",-13388.029999999999,2008,-426,246,-20,2213,8329.99
42660,26420,"Seattle-Tacoma-Bellevue, WA Metro Area","Houston-The Woodlands-Sugar Land, TX Metro Area",MOVEDOUT,1193,465,"c(-121.881387433741, 47.5574033466574)","c(-95.3422790447362, 29.802122851229)",G26420,2011-2015,"Houston-The Woodlands-Sugar Land, TX Metro Area",149300,2016-2020,26420,"Houston-The Woodlands-Sugar Land, TX Metro Area",208100,58800,G26420,"Houston-Sugar Land-Baytown, TX Metro Area",-610296,214293,35407,205939,1929,411826,943744
42660,26580,"Seattle-Tacoma-Bellevue, WA Metro Area","Huntington-Ashland, WV-KY-OH Metro Area",MOVEDOUT,27,33,"c(-121.881387433741, 47.5574033466574)","c(-82.5482150751364, 38.406978054457)",G26580,2011-2015,"Huntington-Ashland, WV-KY-OH Metro Area",105900,2016-2020,26580,"Huntington-Ashland, WV-KY-OH Metro Area",123900,18000,G26580,"Huntington-Ashland, WV-KY-OH Metro Area",-20117,-170,-63,495,6,815,7127
42660,26620,"Seattle-Tacoma-Bellevue, WA Metro Area","Huntsville, AL Metro Area",MOVEDOUT,152,104,"c(-121.881387433741, 47.5574033466574)","c(-86.7346421543192, 34.7831889247537)",G26620,2011-2015,"Huntsville, AL Metro Area",162800,2016-2020,26620,"Huntsville, AL Metro Area",186100,23300,G26620,"Huntsville, AL Metro Area",24788,14568,588,2972,150,4713,26351
42660,26820,"Seattle-Tacoma-Bellevue, WA Metro Area","Idaho Falls, ID Metro Area",MOVEDOUT,91,61,"c(-121.881387433741, 47.5574033466574)","c(-111.872168008676, 43.5474694052986)",G26820,2011-2015,"Idaho Falls, ID Metro Area",154800,2016-2020,26820,"Idaho Falls, ID Metro Area",204800,50000,G26820,"Idaho Falls, ID Metro Area",12572.990000000005,75,472,588,79,2774,7920
42660,26900,"Seattle-Tacoma-Bellevue, WA Metro Area","Indianapolis-Carmel-Anderson, IN Metro Area",MOVEDOUT,159,111,"c(-121.881387433741, 47.5574033466574)","c(-86.2632235701071, 39.6988546361885)",G26900,2011-2015,"Indianapolis-Carmel-Anderson, IN Metro Area",141800,2016-2020,26900,"Indianapolis-Carmel-Anderson, IN Metro Area",172300,30500,G26900,"Indianapolis-Carmel, IN Metro Area",8708,43591,2762,41433,125,34970,93078
42660,26980,"Seattle-Tacoma-Bellevue, WA Metro Area","Iowa City, IA Metro Area",MOVEDOUT,10,18,"c(-121.881387433741, 47.5574033466574)","c(-91.6499723661245, 41.511347030948)",G26980,2011-2015,"Iowa City, IA Metro Area",182700,2016-2020,26980,"Iowa City, IA Metro Area",228600,45900,G26980,"Iowa City, IA Metro Area",4585,6584,49,1824,-18,2285,7524
42660,27060,"Seattle-Tacoma-Bellevue, WA Metro Area","Ithaca, NY Metro Area",MOVEDOUT,48,43,"c(-121.881387433741, 47.5574033466574)","c(-76.473658618432, 42.452016268283)",G27060,2011-2015,"Ithaca, NY Metro Area",176500,2016-2020,27060,"Ithaca, NY Metro Area",218700,42200,G27060,"Ithaca, NY Metro Area",-5284,577,-7,1795,2,1680,5413
42660,27100,"Seattle-Tacoma-Bellevue, WA Metro Area","Jackson, MI Metro Area",MOVEDOUT,13,13,"c(-121.881387433741, 47.5574033466574)","c(-84.423437536625, 42.2484866433794)",G27100,2011-2015,"Jackson, MI Metro Area",111500,2016-2020,27100,"Jackson, MI Metro Area",138900,27400,G27100,"Jackson, MI Metro Area",-7250,-107,64,356,-3,662,6396
42660,27140,"Seattle-Tacoma-Bellevue, WA Metro Area","Jackson, MS Metro Area",MOVEDOUT,19,25,"c(-121.881387433741, 47.5574033466574)","c(-90.1769038061522, 32.2022355334667)",G27140,2011-2015,"Jackson, MS Metro Area",133300,2016-2020,27140,"Jackson, MS Metro Area",148300,15000,G27140,"Jackson, MS Metro Area",-3815,-4516,228,2193,-24,3045,12067
42660,27180,"Seattle-Tacoma-Bellevue, WA Metro Area","Jackson, TN Metro Area",MOVEDOUT,10,17,"c(-121.881387433741, 47.5574033466574)","c(-88.7624027625924, 35.5451310023919)",G27180,2011-2015,"Jackson, TN Metro Area",112900,2016-2020,27180,"Jackson, TN Metro Area",123300,10400,G27180,"Jackson, TN Metro Area",-4384,297,102,328,-14,811,3599
42660,27260,"Seattle-Tacoma-Bellevue, WA Metro Area","Jacksonville, FL Metro Area",MOVEDOUT,372,179,"c(-121.881387433741, 47.5574033466574)","c(-81.7574985628501, 30.234072647672)",G27260,2011-2015,"Jacksonville, FL Metro Area",158100,2016-2020,27260,"Jacksonville, FL Metro Area",220000,61900,G27260,"Jacksonville, FL Metro Area",49289,48325,584,21019,487,34148,106400
42660,27340,"Seattle-Tacoma-Bellevue, WA Metro Area","Jacksonville, NC Metro Area",MOVEDOUT,42,42,"c(-121.881387433741, 47.5574033466574)","c(-77.4159487813409, 34.709432092728)",G27340,2011-2015,"Jacksonville, NC Metro Area",154000,2016-2020,27340,"Jacksonville, NC Metro Area",162400,8400,G27340,"Jacksonville, NC Metro Area",5459.989999999991,358,222,1373,337,4513,14509.990000000002
42660,27500,"Seattle-Tacoma-Bellevue, WA Metro Area","Janesville-Beloit, WI Metro Area",MOVEDOUT,46,38,"c(-121.881387433741, 47.5574033466574)","c(-89.0715769497585, 42.6712238132861)",G27500,2011-2015,"Janesville-Beloit, WI Metro Area",131800,2016-2020,27500,"Janesville-Beloit, WI Metro Area",156800,25000,G27500,"Janesville, WI Metro Area",-7401.790000000008,333.02000000000044,362,429,33,1508.9799999999996,8096.09
42660,27620,"Seattle-Tacoma-Bellevue, WA Metro Area","Jefferson City, MO Metro Area",MOVEDOUT,0,NA,"c(-121.881387433741, 47.5574033466574)","c(-92.0916925916174, 38.6398127893249)",G27620,2011-2015,"Jefferson City, MO Metro Area",138400,2016-2020,27620,"Jefferson City, MO Metro Area",162100,23700,G27620,"Jefferson City, MO Metro Area",-5426,-750,-29,-28,46,601,6088
42660,27780,"Seattle-Tacoma-Bellevue, WA Metro Area","JohnsTown, PA Metro Area",MOVEDOUT,0,NA,"c(-121.881387433741, 47.5574033466574)","c(-78.7137032910237, 40.4952940087995)",G27780,2011-2015,"Johnstown, PA Metro Area",87100,2016-2020,27780,"Johnstown, PA Metro Area",94900,7800,G27780,"Johnstown, PA Metro Area",-14944.380000000005,605.8699999999999,-12.099999999999994,48.549999999999955,8,171.95000000000005,3920.0200000000004
42660,27900,"Seattle-Tacoma-Bellevue, WA Metro Area","Joplin, MO Metro Area",MOVEDOUT,0,NA,"c(-121.881387433741, 47.5574033466574)","c(-94.339938992699, 37.0565419128931)",G27900,2011-2015,"Joplin, MO Metro Area",108000,2016-2020,27900,"Joplin, MO Metro Area",126200,18200,G27900,"Joplin, MO Metro Area",-8540,169,624,369,461,2617,10207
42660,27980,"Seattle-Tacoma-Bellevue, WA Metro Area","Kahului-Wailuku-Lahaina, HI Metro Area",MOVEDOUT,170,94,"c(-121.881387433741, 47.5574033466574)","c(-156.380744416186, 20.7671145863175)",G27980,2011-2015,"Kahului-Wailuku-Lahaina, HI Metro Area",509700,2016-2020,27980,"Kahului-Wailuku-Lahaina, HI Metro Area",657400,147700,G27980,"Kahului-Wailuku, HI Micro Area",867,195,175,-267,3957,1153,3840
42660,28020,"Seattle-Tacoma-Bellevue, WA Metro Area","Kalamazoo-Portage, MI Metro Area",MOVEDOUT,4,6,"c(-121.881387433741, 47.5574033466574)","c(-86.0371757666266, 42.2713355221257)",G28020,2011-2015,"Kalamazoo-Portage, MI Metro Area",133000,2016-2020,28020,"Kalamazoo-Portage, MI Metro Area",168500,35500,G28020,"Kalamazoo-Portage, MI Metro Area",-12418.309999999998,2414,366,1903,11,2982,15410
42660,28100,"Seattle-Tacoma-Bellevue, WA Metro Area","Kankakee, IL Metro Area",MOVEDOUT,0,NA,"c(-121.881387433741, 47.5574033466574)","c(-87.8617982423764, 41.1377047871632)",G28100,2011-2015,"Kankakee, IL Metro Area",138700,2016-2020,28100,"Kankakee, IL Metro Area",152800,14100,G28100,"Kankakee-Bradley, IL Metro Area",-11658.539999999994,-1614,146,38,-11,1777,5376.29
42660,28140,"Seattle-Tacoma-Bellevue, WA Metro Area","Kansas City, MO-KS Metro Area",MOVEDOUT,695,368,"c(-121.881387433741, 47.5574033466574)","c(-94.505195745316, 38.9102602137401)",G28140,2011-2015,"Kansas City, MO-KS Metro Area",159500,2016-2020,28140,"Kansas City, MO-KS Metro Area",196000,36500,G28140,"Kansas City, MO-KS Metro Area",-19460.01000000001,8016,2651,21186,1421,25431,143452
42660,28420,"Seattle-Tacoma-Bellevue, WA Metro Area","Kennewick-Richland, WA Metro Area",MOVEDOUT,1037,286,"c(-121.881387433741, 47.5574033466574)","c(-119.254308277639, 46.3635375646238)",G28420,2011-2015,"Kennewick-Richland, WA Metro Area",178400,2016-2020,28420,"Kennewick-Richland, WA Metro Area",246700,68300,G28420,"Kennewick-Pasco-Richland, WA Metro Area",242.85000000000582,989,1350.06,2176,479,13478.68,31586.08
42660,28660,"Seattle-Tacoma-Bellevue, WA Metro Area","Killeen-Temple, TX Metro Area",MOVEDOUT,661,314,"c(-121.881387433741, 47.5574033466574)","c(-97.7876979924363, 31.2080935659369)",G28660,2011-2015,"Killeen-Temple, TX Metro Area",123600,2016-2020,28660,"Killeen-Temple, TX Metro Area",150300,26700,G28660,"Killeen-Temple-Fort Hood, TX Metro Area",-13120.399999999994,19061.53,1046.8400000000001,3255.9799999999996,1812,11795.349999999999,46171.69
42660,28700,"Seattle-Tacoma-Bellevue, WA Metro Area","Kingsport-Bristol, TN-VA Metro Area",MOVEDOUT,4,10,"c(-121.881387433741, 47.5574033466574)","c(-82.4425656450695, 36.6077396279969)",G28700,2011-2015,"Kingsport-Bristol-Bristol, TN-VA Metro Area",119200,2016-2020,28700,"Kingsport-Bristol, TN-VA Metro Area",140800,21600,G28700,"Kingsport-Bristol-Bristol, TN-VA Metro Area",-12636.559999999998,-119.09000000000015,-0.9400000000000546,548,-16,844,9448.94
42660,28740,"Seattle-Tacoma-Bellevue, WA Metro Area","Kingston, NY Metro Area",MOVEDOUT,41,64,"c(-121.881387433741, 47.5574033466574)","c(-74.2585694771285, 41.8881456560833)",G28740,2011-2015,"Kingston, NY Metro Area",222800,2016-2020,28740,"Kingston, NY Metro Area",239400,16600,G28740,"Kingston, NY Metro Area",-16456,81,232,754,29,3848,10870
42660,28940,"Seattle-Tacoma-Bellevue, WA Metro Area","Knoxville, TN Metro Area",MOVEDOUT,102,81,"c(-121.881387433741, 47.5574033466574)","c(-84.0153072108501, 35.9311506362029)",G28940,2011-2015,"Knoxville, TN Metro Area",150800,2016-2020,28940,"Knoxville, TN Metro Area",180700,29900,G28940,"Knoxville, TN Metro Area",13994,2686,997,4658,-50,10069,35678
42660,29100,"Seattle-Tacoma-Bellevue, WA Metro Area","La Crosse-Onalaska, WI-MN Metro Area",MOVEDOUT,0,NA,"c(-121.881387433741, 47.5574033466574)","c(-91.3196670155471, 43.7792488096587)",G29100,2011-2015,"La Crosse-Onalaska, WI-MN Metro Area",157100,2016-2020,29100,"La Crosse-Onalaska, WI-MN Metro Area",183200,26100,G29100,"La Crosse, WI-MN Metro Area",106.36000000000058,380.9699999999998,36,877.9700000000003,0,764.97,3794.99
42660,29180,"Seattle-Tacoma-Bellevue, WA Metro Area","Lafayette, LA Metro Area",MOVEDOUT,39,57,"c(-121.881387433741, 47.5574033466574)","c(-91.8307032632812, 30.2215791372737)",G29180,2011-2015,"Lafayette, LA Metro Area",132300,2016-2020,29180,"Lafayette, LA Metro Area",162600,30300,G29180,"Lafayette, LA Metro Area",-1401.6600000000035,3072.699999999997,195,1981.0100000000002,-5,3936.0299999999997,11998.73
42660,29420,"Seattle-Tacoma-Bellevue, WA Metro Area","Lake Havasu City-Kingman, AZ Metro Area",MOVEDOUT,293,171,"c(-121.881387433741, 47.5574033466574)","c(-113.757910292757, 35.7040449093169)",G29420,2011-2015,"Lake Havasu City-Kingman, AZ Metro Area",123200,2016-2020,29420,"Lake Havasu City-Kingman, AZ Metro Area",172100,48900,G29420,"Lake Havasu City-Kingman, AZ Metro Area",-4146,339,685,631,68,687,14817
42660,29460,"Seattle-Tacoma-Bellevue, WA Metro Area","Lakeland-Winter Haven, FL Metro Area",MOVEDOUT,33,41,"c(-121.881387433741, 47.5574033466574)","c(-81.6976676309539, 27.9488750929478)",G29460,2011-2015,"Lakeland-Winter Haven, FL Metro Area",107300,2016-2020,29460,"Lakeland-Winter Haven, FL Metro Area",162400,55100,G29460,"Lakeland-Winter Haven, FL Metro Area",-13820,16700,1178,3754,103,36000,79036
42660,29540,"Seattle-Tacoma-Bellevue, WA Metro Area","Lancaster, PA Metro Area",MOVEDOUT,204,176,"c(-121.881387433741, 47.5574033466574)","c(-76.2477047396748, 40.0424385718765)",G29540,2011-2015,"Lancaster, PA Metro Area",189200,2016-2020,29540,"Lancaster, PA Metro Area",218700,29500,G29540,"Lancaster, PA Metro Area",-7525,3359,127,4287,5,8548,24738
42660,29620,"Seattle-Tacoma-Bellevue, WA Metro Area","Lansing-East Lansing, MI Metro Area",MOVEDOUT,52,48,"c(-121.881387433741, 47.5574033466574)","c(-84.606974109277, 42.7133002928004)",G29620,2011-2015,"Lansing-East Lansing, MI Metro Area",130100,2016-2020,29620,"Lansing-East Lansing, MI Metro Area",153300,23200,G29620,"Lansing-East Lansing, MI Metro Area",-21444.02000000002,3576,-46,3354,20,2703,21004
42660,29700,"Seattle-Tacoma-Bellevue, WA Metro Area","Laredo, TX Metro Area",MOVEDOUT,0,NA,"c(-121.881387433741, 47.5574033466574)","c(-99.3315652897439, 27.7610624253427)",G29700,2011-2015,"Laredo, TX Metro Area",109500,2016-2020,29700,"Laredo, TX Metro Area",135000,25500,G29700,"Laredo, TX Metro Area",-117478,34,645,-59,23,29901,103744
42660,29740,"Seattle-Tacoma-Bellevue, WA Metro Area","Las Cruces, NM Metro Area",MOVEDOUT,0,NA,"c(-121.881387433741, 47.5574033466574)","c(-106.832800432765, 32.3526796706703)",G29740,2011-2015,"Las Cruces, NM Metro Area",138100,2016-2020,29740,"Las Cruces, NM Metro Area",153600,15500,G29740,"Las Cruces, NM Metro Area",-50780,416,942,473,10,5514,53753
42660,29820,"Seattle-Tacoma-Bellevue, WA Metro Area","Las Vegas-Henderson-Paradise, NV Metro Area",MOVEDOUT,1885,568,"c(-121.881387433741, 47.5574033466574)","c(-115.013560931014, 36.2151990515488)",G29820,2011-2015,"Las Vegas-Henderson-Paradise, NV Metro Area",170400,2016-2020,29820,"Las Vegas-Henderson-Paradise, NV Metro Area",285100,114700,G29820,"Las Vegas-Paradise, NV Metro Area",-171744,82305,9313,68832,6944,85838,232704
42660,29940,"Seattle-Tacoma-Bellevue, WA Metro Area","Lawrence, KS Metro Area",MOVEDOUT,28,45,"c(-121.881387433741, 47.5574033466574)","c(-95.2926062526686, 38.8846596030833)",G29940,2011-2015,"Lawrence, KS Metro Area",179800,2016-2020,29940,"Lawrence, KS Metro Area",212400,32600,G29940,"Lawrence, KS Metro Area",-973,944,-1,539,21,1080,6349
42660,30020,"Seattle-Tacoma-Bellevue, WA Metro Area","Lawton, OK Metro Area",MOVEDOUT,115,99,"c(-121.881387433741, 47.5574033466574)","c(-98.4716610542788, 34.6621012916238)",G30020,2011-2015,"Lawton, OK Metro Area",113400,2016-2020,30020,"Lawton, OK Metro Area",121500,8100,G30020,"Lawton, OK Metro Area",-10695,-1867,-29,364,191,1551,7512
42660,30140,"Seattle-Tacoma-Bellevue, WA Metro Area","Lebanon, PA Metro Area",MOVEDOUT,22,35,"c(-121.881387433741, 47.5574033466574)","c(-76.4577120164042, 40.3672317378285)",G30140,2011-2015,"Lebanon, PA Metro Area",163800,2016-2020,30140,"Lebanon, PA Metro Area",176000,12200,G30140,"Lebanon, PA Metro Area",-3156,348,20,701,46,4280,7450
42660,30300,"Seattle-Tacoma-Bellevue, WA Metro Area","Lewiston, ID-WA Metro Area",MOVEDOUT,154,103,"c(-121.881387433741, 47.5574033466574)","c(-116.943764960031, 46.2691058815811)",G30300,2011-2015,"Lewiston, ID-WA Metro Area",169000,2016-2020,30300,"Lewiston, ID-WA Metro Area",207200,38200,G30300,"Lewiston, ID-WA Metro Area",175.76000000000204,100,236,144,-6,287,2545.7
42660,30340,"Seattle-Tacoma-Bellevue, WA Metro Area","Lewiston-Auburn, ME Metro Area",MOVEDOUT,13,21,"c(-121.881387433741, 47.5574033466574)","c(-70.2064449960266, 44.1658484293433)",G30340,2011-2015,"Lewiston-Auburn, ME Metro Area",151100,2016-2020,30340,"Lewiston-Auburn, ME Metro Area",166600,15500,G30340,"Lewiston-Auburn, ME Metro Area",-3314,2600,11,128,26,373,3613
42660,30460,"Seattle-Tacoma-Bellevue, WA Metro Area","Lexington-Fayette, KY Metro Area",MOVEDOUT,18,27,"c(-121.881387433741, 47.5574033466574)","c(-84.4330599026738, 38.0905122150868)",G30460,2011-2015,"Lexington-Fayette, KY Metro Area",164800,2016-2020,30460,"Lexington-Fayette, KY Metro Area",193700,28900,G30460,"Lexington-Fayette, KY Metro Area",2618,6173,553,4361,42,7516,23449
42660,30700,"Seattle-Tacoma-Bellevue, WA Metro Area","Lincoln, NE Metro Area",MOVEDOUT,54,51,"c(-121.881387433741, 47.5574033466574)","c(-96.870816211429, 40.8199193211291)",G30700,2011-2015,"Lincoln, NE Metro Area",152600,2016-2020,30700,"Lincoln, NE Metro Area",188700,36100,G30700,"Lincoln, NE Metro Area",10074,3884,528,4110,60,3832,15572
42660,30780,"Seattle-Tacoma-Bellevue, WA Metro Area","Little Rock-North Little Rock-Conway, AR Metro Area",MOVEDOUT,128,134,"c(-121.881387433741, 47.5574033466574)","c(-92.3971662002715, 34.7572198345317)",G30780,2011-2015,"Little Rock-North Little Rock-Conway, AR Metro Area",139000,2016-2020,30780,"Little Rock-North Little Rock-Conway, AR Metro Area",157900,18900,G30780,"Little Rock-North Little Rock-Conway, AR Metro Area",-21912.080000000016,18216.119999999995,1016.0600000000004,3489.09,48,11188.59,36230.73
42660,30860,"Seattle-Tacoma-Bellevue, WA Metro Area","Logan, UT-ID Metro Area",MOVEDOUT,270,231,"c(-121.881387433741, 47.5574033466574)","c(-111.768964276847, 41.8896476450444)",G30860,2011-2015,"Logan, UT-ID Metro Area",188400,2016-2020,30860,"Logan, UT-ID Metro Area",252800,64400,G30860,"Logan, UT-ID Metro Area",13363.070000000007,416,468,246,269,775,6450
42660,30980,"Seattle-Tacoma-Bellevue, WA Metro Area","Longview, TX Metro Area",MOVEDOUT,34,29,"c(-121.881387433741, 47.5574033466574)","c(-94.8294359135371, 32.3716586065097)",G30980,2011-2015,"Longview, TX Metro Area",111900,2016-2020,30980,"Longview, TX Metro Area",141700,29800,G30980,"Longview, TX Metro Area",-14760,-695,282,340,14,3118,14677
42660,31020,"Seattle-Tacoma-Bellevue, WA Metro Area","Longview, WA Metro Area",MOVEDOUT,226,130,"c(-121.881387433741, 47.5574033466574)","c(-122.680784512135, 46.1932916960878)",G31020,2011-2015,"Longview, WA Metro Area",175300,2016-2020,31020,"Longview, WA Metro Area",245500,70200,G31020,"Longview, WA Metro Area",-255.1600000000035,178,150,272,436,1169,6372.43
42660,31140,"Seattle-Tacoma-Bellevue, WA Metro Area","Louisville/Jefferson County, KY-IN Metro Area",MOVEDOUT,119,80,"c(-121.881387433741, 47.5574033466574)","c(-85.6888198026424, 38.2389658981225)",G31140,2011-2015,"Louisville/Jefferson County, KY-IN Metro Area",148900,2016-2020,31140,"Louisville/Jefferson County, KY-IN Metro Area",177400,28500,G31140,"Louisville/Jefferson County, KY-IN Metro Area",-26726.449999999953,16773,1318,12269,258,17595,65605.32
42660,31180,"Seattle-Tacoma-Bellevue, WA Metro Area","Lubbock, TX Metro Area",MOVEDOUT,39,61,"c(-121.881387433741, 47.5574033466574)","c(-101.560102028931, 33.612416556001)",G31180,2011-2015,"Lubbock, TX Metro Area",110100,2016-2020,31180,"Lubbock, TX Metro Area",146400,36300,G31180,"Lubbock, TX Metro Area",-25329,6269,1173,3954,57,7651,37107
42660,31340,"Seattle-Tacoma-Bellevue, WA Metro Area","Lynchburg, VA Metro Area",MOVEDOUT,51,46,"c(-121.881387433741, 47.5574033466574)","c(-79.2197124966535, 37.3650125099512)",G31340,2011-2015,"Lynchburg, VA Metro Area",162900,2016-2020,31340,"Lynchburg, VA Metro Area",173900,11000,G31340,"Lynchburg, VA Metro Area",-1641,-1756,44,217,48,2763,9284
42660,31420,"Seattle-Tacoma-Bellevue, WA Metro Area","Macon-Bibb County, GA Metro Area",MOVEDOUT,90,73,"c(-121.881387433741, 47.5574033466574)","c(-83.7149068723025, 32.8576948920922)",G31420,2011-2015,"Macon, GA Metro Area",118900,2016-2020,31420,"Macon-Bibb County, GA Metro Area",132700,13800,G31420,"Macon, GA Metro Area",-10468,3223,-5,725,-68,1924,6178
42660,31460,"Seattle-Tacoma-Bellevue, WA Metro Area","Madera, CA Metro Area",MOVEDOUT,41,56,"c(-121.881387433741, 47.5574033466574)","c(-119.762645851461, 37.2180358703882)",G31460,2011-2015,"Madera, CA Metro Area",189700,2016-2020,31460,"Madera, CA Metro Area",268500,78800,G31460,"Madera-Chowchilla, CA Metro Area",-29208,-1033,3538,1105,11,11923,19054
42660,31540,"Seattle-Tacoma-Bellevue, WA Metro Area","Madison, WI Metro Area",MOVEDOUT,335,175,"c(-121.881387433741, 47.5574033466574)","c(-89.5901851448952, 43.1630403874619)",G31540,2011-2015,"Madison, WI Metro Area",219200,2016-2020,31540,"Madison, WI Metro Area",260600,41400,G31540,"Madison, WI Metro Area",20302.349999999977,5341,713,12854,64,6539.02,29303.239999999998
